GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,BLW001,BM4001,BM4002,BM4003,BM4004,BM4005,BMX001,BMY001,BMY002,BMY003,BMZ001,BMZ002,BMZ003,BMZ004,BMZ005,BMZ006,BMZ007,BMZ008,BMZ009,BMZ010,BMZ011
"G39004900029A","1930","Ohio","39","Franklin","049",,"0029","A","Tract    0029A   in Columbus OH",635,569,56,10,0,0,157,114,43,0,6,8,18,24,30,16,5,0,1,1,5
"G39004900030A","1930","Ohio","39","Franklin","049",,"0030","A","Tract    0030A   in Columbus OH",8600,7572,833,189,0,6,2206,1478,714,14,4,10,15,101,433,713,124,55,4,6,13
"G39004900031A","1930","Ohio","39","Franklin","049",,"0031","A","Tract    0031A   in Columbus OH",4214,3333,461,137,282,1,1004,551,445,8,3,3,3,14,59,158,100,92,51,67,1
"G39004900031B","1930","Ohio","39","Franklin","049",,"0031","B","Tract    0031B   in Columbus OH",875,719,112,33,11,0,238,164,72,2,6,10,7,14,30,23,12,13,17,24,8
"G42000300001A","1930","Pennsylvania","42","Allegheny","003",,"0001","A","Tract    0001A    in Pittsburgh PA",1085,582,233,161,26,83,102,10,84,8,1,0,0,0,0,2,0,0,2,5,0
"G42000300001B","1930","Pennsylvania","42","Allegheny","003",,"0001","B","Tract    0001B    in Pittsburgh PA",8460,2462,3507,2253,231,7,1767,270,1484,13,0,1,0,1,35,69,58,62,22,19,3
"G42000300002A","1930","Pennsylvania","42","Allegheny","003",,"0002","A","Tract    0002A    in Pittsburgh PA",765,329,256,160,3,17,56,3,45,8,1,0,0,0,0,0,0,0,0,2,0
"G42000300002B","1930","Pennsylvania","42","Allegheny","003",,"0002","B","Tract    0002B    in Pittsburgh PA",2149,366,771,659,340,13,203,20,178,5,0,0,0,0,2,3,4,4,4,3,0
"G42000300002C","1930","Pennsylvania","42","Allegheny","003",,"0002","C","Tract    0002C    in Pittsburgh PA",1054,203,491,317,33,10,224,8,215,1,0,0,0,0,1,1,2,3,0,1,0
"G42000300002D","1930","Pennsylvania","42","Allegheny","003",,"0002","D","Tract    0002D    in Pittsburgh PA",2152,513,925,492,222,0,440,37,396,7,3,0,0,2,6,6,4,11,2,3,0
"G42000300002E","1930","Pennsylvania","42","Allegheny","003",,"0002","E","Tract    0002E    in Pittsburgh PA",588,85,118,67,318,0,125,39,84,2,1,9,7,13,4,2,1,1,0,0,1
"G42000300003A","1930","Pennsylvania","42","Allegheny","003",,"0003","A","Tract    0003A    in Pittsburgh PA",1929,220,651,483,575,0,429,87,330,12,0,0,0,3,23,23,19,14,2,2,1
"G42000300003B","1930","Pennsylvania","42","Allegheny","003",,"0003","B","Tract    0003B    in Pittsburgh PA",4231,401,1626,1262,926,16,809,108,673,28,0,1,1,2,18,24,23,24,3,11,1
"G42000300003C","1930","Pennsylvania","42","Allegheny","003",,"0003","C","Tract    0003C    in Pittsburgh PA",5524,258,1023,897,3334,12,1365,95,1219,51,0,1,0,0,17,40,18,12,0,6,1
"G42000300003D","1930","Pennsylvania","42","Allegheny","003",,"0003","D","Tract    0003D    in Pittsburgh PA",5321,311,1026,1092,2879,13,1181,177,993,11,0,1,2,2,31,65,37,23,5,7,4
"G42000300003E","1930","Pennsylvania","42","Allegheny","003",,"0003","E","Tract    0003E    in Pittsburgh PA",5135,401,1862,1707,1159,6,1123,263,830,30,0,0,0,7,28,73,57,62,10,13,13
"G42000300004A","1930","Pennsylvania","42","Allegheny","003",,"0004","A","Tract    0004A    in Pittsburgh PA",2941,706,1098,608,527,2,676,225,447,4,0,15,21,32,51,50,27,18,2,7,2
"G42000300004B","1930","Pennsylvania","42","Allegheny","003",,"0004","B","Tract    0004B    in Pittsburgh PA",2072,367,732,499,473,1,472,63,396,13,0,0,1,4,15,9,8,19,3,4,0
"G42000300004C","1930","Pennsylvania","42","Allegheny","003",,"0004","C","Tract    0004C    in Pittsburgh PA",2375,1066,856,452,0,1,447,217,223,7,0,3,0,1,19,85,39,43,16,10,1
"G42000300004D","1930","Pennsylvania","42","Allegheny","003",,"0004","D","Tract    0004D    in Pittsburgh PA",3737,2401,916,363,55,2,1083,161,910,12,0,0,0,0,0,1,1,10,20,125,4
"G42000300004E","1930","Pennsylvania","42","Allegheny","003",,"0004","E","Tract    0004E    in Pittsburgh PA",1462,697,469,265,28,3,449,41,407,1,0,0,0,0,4,8,5,11,6,7,0
"G42000300004F","1930","Pennsylvania","42","Allegheny","003",,"0004","F","Tract    0004F    in Pittsburgh PA",7346,2832,2769,1709,19,17,1800,458,1271,71,0,1,1,4,28,72,106,154,44,44,4
"G42000300004G","1930","Pennsylvania","42","Allegheny","003",,"0004","G","Tract    0004G    in Pittsburgh PA",1232,470,437,319,6,0,305,62,239,4,0,0,0,0,1,11,25,14,6,4,1
"G42000300004H","1930","Pennsylvania","42","Allegheny","003",,"0004","H","Tract    0004H    in Pittsburgh PA",4121,787,1970,1148,216,0,898,347,516,35,2,5,11,28,103,111,46,32,2,3,4
"G42000300004I","1930","Pennsylvania","42","Allegheny","003",,"0004","I","Tract    0004I    in Pittsburgh PA",3063,732,1418,879,34,0,704,277,421,6,0,1,2,2,41,84,74,55,10,1,7
"G42000300005A","1930","Pennsylvania","42","Allegheny","003",,"0005","A","Tract    0005A    in Pittsburgh PA",1919,114,149,112,1543,1,406,76,324,6,0,4,2,8,24,21,8,7,2,0,0
"G42000300005B","1930","Pennsylvania","42","Allegheny","003",,"0005","B","Tract    0005B    in Pittsburgh PA",1072,202,246,139,483,2,212,47,164,1,0,0,0,2,2,27,7,7,0,2,0
"G42000300005C","1930","Pennsylvania","42","Allegheny","003",,"0005","C","Tract    0005C    in Pittsburgh PA",7452,279,1367,1392,4410,4,1716,305,1388,23,2,2,1,14,81,105,35,45,13,7,0
"G42000300005D","1930","Pennsylvania","42","Allegheny","003",,"0005","D","Tract    0005D    in Pittsburgh PA",5028,74,285,204,4464,1,1282,244,965,73,0,2,0,16,69,94,33,24,1,1,4
"G42000300005E","1930","Pennsylvania","42","Allegheny","003",,"0005","E","Tract    0005E    in Pittsburgh PA",2476,96,279,211,1889,1,566,131,434,1,0,0,3,9,32,61,15,7,3,1,0
"G42000300005F","1930","Pennsylvania","42","Allegheny","003",,"0005","F","Tract    0005F    in Pittsburgh PA",972,96,320,193,361,2,223,78,145,0,0,2,6,28,33,9,0,0,0,0,0
"G42000300005G","1930","Pennsylvania","42","Allegheny","003",,"0005","G","Tract    0005G    in Pittsburgh PA",2415,281,476,337,1314,7,511,135,375,1,0,10,10,31,35,26,14,6,2,1,0
"G42000300005H","1930","Pennsylvania","42","Allegheny","003",,"0005","H","Tract    0005H    in Pittsburgh PA",776,101,201,158,316,0,181,72,109,0,0,0,1,5,14,17,10,13,5,7,0
"G42000300005I","1930","Pennsylvania","42","Allegheny","003",,"0005","I","Tract    0005I    in Pittsburgh PA",5957,1662,2117,1290,887,1,1314,589,722,3,2,5,10,34,97,152,107,104,34,43,1
"G42000300005J","1930","Pennsylvania","42","Allegheny","003",,"0005","J","Tract    0005J    in Pittsburgh PA",1112,740,252,81,28,11,259,39,201,19,0,0,2,0,5,4,2,8,14,4,0
"G42000300006A","1930","Pennsylvania","42","Allegheny","003",,"0006","A","Tract    0006A    in Pittsburgh PA",2341,118,794,471,957,1,524,21,473,30,0,0,0,1,2,4,3,4,5,1,1
"G42000300006B","1930","Pennsylvania","42","Allegheny","003",,"0006","B","Tract    0006B    in Pittsburgh PA",4535,612,2600,1089,234,0,1035,265,762,8,3,0,5,36,105,80,14,15,2,4,1
"G42000300006C","1930","Pennsylvania","42","Allegheny","003",,"0006","C","Tract    0006C    in Pittsburgh PA",5182,1360,2275,1115,429,3,1094,282,790,22,1,1,2,16,92,88,27,29,12,11,3
"G42000300006D","1930","Pennsylvania","42","Allegheny","003",,"0006","D","Tract    0006D    in Pittsburgh PA",3464,1346,1385,493,240,0,855,221,631,3,0,0,0,9,77,103,22,9,0,1,0
"G42000300006E","1930","Pennsylvania","42","Allegheny","003",,"0006","E","Tract    0006E    in Pittsburgh PA",3085,637,1406,554,488,0,660,234,410,16,0,4,6,32,96,75,12,6,3,0,0
"G42000300007A","1930","Pennsylvania","42","Allegheny","003",,"0007","A","Tract    0007A    in Pittsburgh PA",1930,1238,395,263,32,2,505,167,322,16,0,0,0,0,0,4,0,3,9,151,0
"G42000300007B","1930","Pennsylvania","42","Allegheny","003",,"0007","B","Tract    0007B    in Pittsburgh PA",2061,1388,456,174,40,3,516,136,373,7,0,0,0,0,5,14,22,25,27,43,0
"G42000300007C","1930","Pennsylvania","42","Allegheny","003",,"0007","C","Tract    0007C    in Pittsburgh PA",3445,2073,790,440,140,2,894,332,546,16,0,0,1,1,4,26,29,86,56,121,8
"G42000300007D","1930","Pennsylvania","42","Allegheny","003",,"0007","D","Tract    0007D    in Pittsburgh PA",1856,1030,458,216,151,1,492,109,382,1,0,0,0,0,8,46,16,28,4,7,0
"G42000300007E","1930","Pennsylvania","42","Allegheny","003",,"0007","E","Tract    0007E    in Pittsburgh PA",2337,1466,596,232,43,0,611,204,397,10,0,0,0,1,5,11,40,72,47,27,1
"G42000300007F","1930","Pennsylvania","42","Allegheny","003",,"0007","F","Tract    0007F    in Pittsburgh PA",2169,1392,513,204,60,0,640,201,428,11,0,0,0,0,1,16,17,43,34,84,6
"G42000300007G","1930","Pennsylvania","42","Allegheny","003",,"0007","G","Tract    0007G    in Pittsburgh PA",2149,936,472,255,482,4,537,99,436,2,0,0,0,0,8,22,16,31,10,11,1
"G42000300007H","1930","Pennsylvania","42","Allegheny","003",,"0007","H","Tract    0007H    in Pittsburgh PA",1179,654,345,162,18,0,266,100,151,15,0,1,0,0,3,9,8,37,23,18,1
"G42000300008A","1930","Pennsylvania","42","Allegheny","003",,"0008","A","Tract    0008A    in Pittsburgh PA",2946,1404,1028,492,21,1,707,239,457,11,0,0,0,3,20,65,39,70,21,21,0
"G42000300008B","1930","Pennsylvania","42","Allegheny","003",,"0008","B","Tract    0008B    in Pittsburgh PA",5323,1586,2458,1128,150,1,1178,434,729,15,1,8,14,42,141,152,34,17,11,5,9
"G42000300008C","1930","Pennsylvania","42","Allegheny","003",,"0008","C","Tract    0008C    in Pittsburgh PA",1369,716,467,163,18,5,377,101,275,1,0,0,0,0,0,2,17,46,26,10,0
"G42000300008D","1930","Pennsylvania","42","Allegheny","003",,"0008","D","Tract    0008D    in Pittsburgh PA",2091,1118,724,231,17,1,526,229,293,4,0,3,0,0,24,50,58,61,10,22,1
"G42000300008E","1930","Pennsylvania","42","Allegheny","003",,"0008","E","Tract    0008E    in Pittsburgh PA",1684,889,553,228,11,3,318,84,231,3,0,0,0,0,5,19,7,17,13,23,0
"G42000300008F","1930","Pennsylvania","42","Allegheny","003",,"0008","F","Tract    0008F    in Pittsburgh PA",3002,1698,938,343,23,0,704,434,236,34,0,1,2,0,1,14,31,118,136,111,20
"G42000300008G","1930","Pennsylvania","42","Allegheny","003",,"0008","G","Tract    0008G    in Pittsburgh PA",2041,1324,503,196,15,3,431,230,184,17,0,0,0,1,0,0,0,25,114,90,0
"G42000300008H","1930","Pennsylvania","42","Allegheny","003",,"0008","H","Tract    0008H    in Pittsburgh PA",2126,1193,414,181,334,4,507,102,383,22,0,0,0,1,3,10,6,38,22,19,3
"G42000300009A","1930","Pennsylvania","42","Allegheny","003",,"0009","A","Tract    0009A    in Pittsburgh PA",8195,1807,4164,1887,334,3,1634,421,1192,21,0,0,3,35,124,156,52,32,9,7,3
"G42000300009B","1930","Pennsylvania","42","Allegheny","003",,"0009","B","Tract    0009B    in Pittsburgh PA",7369,2975,3118,1203,70,3,1542,590,937,15,0,3,4,19,138,226,100,77,17,5,1
"G42000300009C","1930","Pennsylvania","42","Allegheny","003",,"0009","C","Tract    0009C    in Pittsburgh PA",4531,2007,1753,675,96,0,1106,364,701,41,1,5,2,23,67,169,49,30,9,6,3
"G42000300010A","1930","Pennsylvania","42","Allegheny","003",,"0010","A","Tract    0010A    in Pittsburgh PA",9071,2757,4335,1945,32,2,1969,698,1254,17,9,24,30,97,238,202,46,40,6,3,3
"G42000300010B","1930","Pennsylvania","42","Allegheny","003",,"0010","B","Tract    0010B    in Pittsburgh PA",1198,394,474,218,112,0,257,112,142,3,3,1,4,12,43,32,12,4,1,0,0
"G42000300010C","1930","Pennsylvania","42","Allegheny","003",,"0010","C","Tract    0010C    in Pittsburgh PA",650,358,227,65,0,0,151,124,27,0,0,1,0,2,25,32,28,34,2,0,0
"G42000300010D","1930","Pennsylvania","42","Allegheny","003",,"0010","D","Tract    0010D    in Pittsburgh PA",5648,2591,2062,847,143,5,1338,822,504,12,0,6,1,13,23,103,151,413,71,24,17
"G42000300010E","1930","Pennsylvania","42","Allegheny","003",,"0010","E","Tract    0010E    in Pittsburgh PA",236,92,92,41,11,0,48,32,16,0,0,0,0,1,8,9,7,5,0,2,0
"G42000300010F","1930","Pennsylvania","42","Allegheny","003",,"0010","F","Tract    0010F    in Pittsburgh PA",8506,2988,2732,1209,1576,1,1986,839,1136,11,8,14,20,105,275,228,108,67,11,3,0
"G42000300011A","1930","Pennsylvania","42","Allegheny","003",,"0011","A","Tract    0011A    in Pittsburgh PA",39,26,12,1,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"G42000300011B","1930","Pennsylvania","42","Allegheny","003",,"0011","B","Tract    0011B    in Pittsburgh PA",2012,773,767,445,27,0,459,294,162,3,0,0,0,0,0,2,12,113,79,83,5
"G42000300011C","1930","Pennsylvania","42","Allegheny","003",,"0011","C","Tract    0011C    in Pittsburgh PA",3741,1928,1135,567,110,1,862,428,407,27,0,0,0,1,4,20,40,165,81,117,0
"G42000300011D","1930","Pennsylvania","42","Allegheny","003",,"0011","D","Tract    0011D    in Pittsburgh PA",3362,2011,893,389,69,0,806,557,242,7,0,0,0,0,0,2,37,131,119,266,2
"G42000300011E","1930","Pennsylvania","42","Allegheny","003",,"0011","E","Tract    0011E    in Pittsburgh PA",288,103,142,43,0,0,72,41,31,0,0,0,1,2,16,11,3,3,3,2,0
"G42000300011F","1930","Pennsylvania","42","Allegheny","003",,"0011","F","Tract    0011F    in Pittsburgh PA",1574,655,523,261,133,2,389,140,244,5,0,1,0,9,9,18,24,42,22,15,0
"G42000300011G","1930","Pennsylvania","42","Allegheny","003",,"0011","G","Tract    0011G    in Pittsburgh PA",2326,960,839,520,7,0,601,226,361,14,0,0,0,0,2,28,31,97,29,39,0
"G42000300011H","1930","Pennsylvania","42","Allegheny","003",,"0011","H","Tract    0011H    in Pittsburgh PA",4275,1705,1567,925,78,0,996,532,451,13,0,0,1,3,31,78,96,184,107,31,1
"G42000300011I","1930","Pennsylvania","42","Allegheny","003",,"0011","I","Tract    0011I    in Pittsburgh PA",3202,1760,596,383,460,3,877,170,636,71,0,0,0,1,26,36,40,45,11,9,2
"G42000300011J","1930","Pennsylvania","42","Allegheny","003",,"0011","J","Tract    0011J    in Pittsburgh PA",3097,1442,737,453,455,10,710,120,578,12,0,2,2,4,16,25,21,28,18,2,2
"G42000300012A","1930","Pennsylvania","42","Allegheny","003",,"0012","A","Tract    0012A    in Pittsburgh PA",1640,790,544,241,65,0,258,146,111,1,0,5,1,8,14,75,13,23,4,0,3
"G42000300012B","1930","Pennsylvania","42","Allegheny","003",,"0012","B","Tract    0012B    in Pittsburgh PA",3299,1357,1209,502,231,0,696,404,278,14,0,1,3,14,61,148,116,53,6,2,0
"G42000300012C","1930","Pennsylvania","42","Allegheny","003",,"0012","C","Tract    0012C    in Pittsburgh PA",4995,1891,1715,803,579,7,1131,567,526,38,0,0,9,33,151,209,89,61,11,0,4
"G42000300012D","1930","Pennsylvania","42","Allegheny","003",,"0012","D","Tract    0012D    in Pittsburgh PA",6286,755,2471,1460,1598,2,1292,451,817,24,0,4,4,11,70,177,86,75,16,8,0
"G42000300012E","1930","Pennsylvania","42","Allegheny","003",,"0012","E","Tract    0012E    in Pittsburgh PA",4607,898,1555,931,1221,2,1004,319,673,12,0,1,1,12,53,133,63,33,13,4,6
"G42000300012F","1930","Pennsylvania","42","Allegheny","003",,"0012","F","Tract    0012F    in Pittsburgh PA",1801,642,449,183,525,2,403,77,308,18,0,1,0,2,9,20,20,14,9,2,0
"G42000300012G","1930","Pennsylvania","42","Allegheny","003",,"0012","G","Tract    0012G    in Pittsburgh PA",2249,1108,728,289,123,1,534,201,322,11,0,0,0,3,22,92,39,34,6,4,1
"G42000300012H","1930","Pennsylvania","42","Allegheny","003",,"0012","H","Tract    0012H    in Pittsburgh PA",1873,1044,496,191,141,1,466,137,322,7,0,1,1,1,12,37,25,50,5,2,3
"G42000300013A","1930","Pennsylvania","42","Allegheny","003",,"0013","A","Tract    0013A    in Pittsburgh PA",4709,1988,1379,621,721,0,1122,449,670,3,1,1,2,4,76,199,118,35,7,0,6
"G42000300013B","1930","Pennsylvania","42","Allegheny","003",,"0013","B","Tract    0013B    in Pittsburgh PA",5352,2396,1626,757,571,2,1349,636,704,9,1,0,0,3,37,132,245,190,17,5,6
"G42000300013C","1930","Pennsylvania","42","Allegheny","003",,"0013","C","Tract    0013C    in Pittsburgh PA",7047,3257,1893,823,1069,5,1719,365,1311,43,0,3,0,10,57,88,77,82,16,25,7
"G42000300013D","1930","Pennsylvania","42","Allegheny","003",,"0013","D","Tract    0013D    in Pittsburgh PA",6334,3581,1662,616,474,1,1610,424,1162,24,0,5,1,7,58,120,93,96,24,9,11
"G42000300013E","1930","Pennsylvania","42","Allegheny","003",,"0013","E","Tract    0013E    in Pittsburgh PA",3402,1032,1116,608,646,0,725,367,349,9,2,4,9,26,160,109,18,17,1,0,21
"G42000300013F","1930","Pennsylvania","42","Allegheny","003",,"0013","F","Tract    0013F    in Pittsburgh PA",3487,1133,1040,542,768,4,763,406,351,6,1,5,2,28,91,125,70,65,7,11,1
"G42000300014A","1930","Pennsylvania","42","Allegheny","003",,"0014","A","Tract    0014A    in Pittsburgh PA",3806,1922,1104,614,161,5,858,520,325,13,0,0,0,0,1,0,4,27,73,413,2
"G42000300014B","1930","Pennsylvania","42","Allegheny","003",,"0014","B","Tract    0014B    in Pittsburgh PA",1574,994,271,210,98,1,346,261,55,30,0,0,0,0,0,1,2,42,37,179,0
"G42000300014C","1930","Pennsylvania","42","Allegheny","003",,"0014","C","Tract    0014C    in Pittsburgh PA",5175,2818,1529,723,103,2,1172,629,541,2,0,1,1,0,2,5,9,68,148,343,52
"G42000300014D","1930","Pennsylvania","42","Allegheny","003",,"0014","D","Tract    0014D    in Pittsburgh PA",3097,1811,808,422,56,0,716,456,258,2,0,0,0,0,7,17,41,97,73,217,4
"G42000300014E","1930","Pennsylvania","42","Allegheny","003",,"0014","E","Tract    0014E    in Pittsburgh PA",3296,2235,708,227,125,1,923,323,591,9,0,0,1,0,1,7,24,93,90,105,2
"G42000300014F","1930","Pennsylvania","42","Allegheny","003",,"0014","F","Tract    0014F    in Pittsburgh PA",4207,2941,905,326,35,0,1109,628,441,40,0,1,0,1,5,41,61,185,139,181,14
"G42000300014G","1930","Pennsylvania","42","Allegheny","003",,"0014","G","Tract    0014G    in Pittsburgh PA",6105,1671,2908,1450,76,0,1464,489,962,13,0,1,1,14,44,9,11,117,82,202,8
"G42000300014H","1930","Pennsylvania","42","Allegheny","003",,"0014","H","Tract    0014H    in Pittsburgh PA",5968,1849,2589,1461,64,5,1298,731,544,23,0,0,0,1,1,10,26,200,190,271,32
"G42000300014I","1930","Pennsylvania","42","Allegheny","003",,"0014","I","Tract    0014I    in Pittsburgh PA",4027,1743,1598,672,12,2,979,464,505,10,0,1,0,5,7,15,39,217,109,68,3
"G42000300014J","1930","Pennsylvania","42","Allegheny","003",,"0014","J","Tract    0014J    in Pittsburgh PA",1525,1063,364,97,1,0,382,287,95,0,0,0,0,0,1,19,37,132,63,31,4
"G42000300014K","1930","Pennsylvania","42","Allegheny","003",,"0014","K","Tract    0014K    in Pittsburgh PA",1328,550,543,235,0,0,297,172,124,1,0,0,2,1,26,82,31,23,4,2,1
"G42000300015A","1930","Pennsylvania","42","Allegheny","003",,"0015","A","Tract    0015A    in Pittsburgh PA",6153,2053,2775,1207,118,0,1384,704,675,5,0,1,5,15,96,101,119,238,100,21,8
"G42000300015B","1930","Pennsylvania","42","Allegheny","003",,"0015","B","Tract    0015B    in Pittsburgh PA",5784,2280,2511,980,13,0,1269,716,544,9,0,1,6,44,137,242,188,86,7,1,4
"G42000300015C","1930","Pennsylvania","42","Allegheny","003",,"0015","C","Tract    0015C    in Pittsburgh PA",2692,1010,940,422,320,0,544,248,285,11,4,15,21,60,63,59,15,6,4,0,1
"G42000300015D","1930","Pennsylvania","42","Allegheny","003",,"0015","D","Tract    0015D    in Pittsburgh PA",5082,1582,1992,1133,374,1,1085,266,798,21,1,3,6,21,125,89,12,4,2,3,0
"G42000300015E","1930","Pennsylvania","42","Allegheny","003",,"0015","E","Tract    0015E    in Pittsburgh PA",9501,4305,3282,1597,317,0,2123,872,1212,39,4,17,19,54,214,299,139,96,15,9,6
"G42000300016A","1930","Pennsylvania","42","Allegheny","003",,"0016","A","Tract    0016A    in Pittsburgh PA",8532,2586,3607,1910,373,56,1837,479,1337,21,2,3,2,37,147,163,51,44,18,11,1
"G42000300016B","1930","Pennsylvania","42","Allegheny","003",,"0016","B","Tract    0016B    in Pittsburgh PA",7605,2418,3790,1396,0,1,1641,825,799,17,8,15,40,134,389,188,32,12,1,2,4
"G42000300016C","1930","Pennsylvania","42","Allegheny","003",,"0016","C","Tract    0016C    in Pittsburgh PA",9874,3643,4365,1856,10,0,2037,1042,981,14,8,40,72,212,359,237,57,34,6,5,12
"G42000300017A","1930","Pennsylvania","42","Allegheny","003",,"0017","A","Tract    0017A    in Pittsburgh PA",2374,461,1215,610,84,4,492,109,383,0,2,0,0,2,25,39,19,12,6,3,1
"G42000300017B","1930","Pennsylvania","42","Allegheny","003",,"0017","B","Tract    0017B    in Pittsburgh PA",14000,3859,6682,3228,219,12,3099,1113,1961,25,2,8,27,80,413,363,94,71,21,29,5
"G42000300017C","1930","Pennsylvania","42","Allegheny","003",,"0017","C","Tract    0017C    in Pittsburgh PA",6985,2261,3376,1254,94,0,1498,692,802,4,1,27,41,147,301,133,20,13,7,0,2
"G42000300018A","1930","Pennsylvania","42","Allegheny","003",,"0018","A","Tract    0018A    in Pittsburgh PA",4753,2348,1721,513,171,0,1205,622,580,3,0,3,5,20,84,158,197,123,24,5,3
"G42000300018B","1930","Pennsylvania","42","Allegheny","003",,"0018","B","Tract    0018B    in Pittsburgh PA",3313,1458,1327,492,36,0,804,400,392,12,6,7,5,43,167,124,26,8,3,5,6
"G42000300018C","1930","Pennsylvania","42","Allegheny","003",,"0018","C","Tract    0018C    in Pittsburgh PA",4727,2344,1825,548,4,6,1182,560,619,3,0,4,9,27,112,236,104,40,19,9,0
"G42000300018D","1930","Pennsylvania","42","Allegheny","003",,"0018","D","Tract    0018D    in Pittsburgh PA",8376,3544,2660,1058,1106,8,2069,1049,999,21,3,4,8,62,268,525,117,47,10,2,3
"G42000300018E","1930","Pennsylvania","42","Allegheny","003",,"0018","E","Tract    0018E    in Pittsburgh PA",805,262,354,186,3,0,185,108,75,2,0,0,1,6,37,25,13,18,4,3,1
"G42000300019A","1930","Pennsylvania","42","Allegheny","003",,"0019","A","Tract    0019A    in Pittsburgh PA",5109,2580,1786,593,150,0,1163,638,519,6,13,30,35,90,180,176,56,37,9,2,10
"G42000300019B","1930","Pennsylvania","42","Allegheny","003",,"0019","B","Tract    0019B    in Pittsburgh PA",2529,1677,653,197,2,0,574,287,274,13,0,0,2,8,49,101,63,42,16,3,3
"G42000300019C","1930","Pennsylvania","42","Allegheny","003",,"0019","C","Tract    0019C    in Pittsburgh PA",1345,716,477,152,0,0,305,150,152,3,1,4,1,20,45,59,11,6,2,0,1
"G42000300019D","1930","Pennsylvania","42","Allegheny","003",,"0019","D","Tract    0019D    in Pittsburgh PA",6863,3296,2337,1022,207,1,1690,630,1042,18,4,16,17,61,192,213,67,32,16,8,4
"G42000300019E","1930","Pennsylvania","42","Allegheny","003",,"0019","E","Tract    0019E    in Pittsburgh PA",4085,2204,1333,547,1,0,1013,502,501,10,1,4,7,40,138,192,68,25,11,2,14
"G42000300019F","1930","Pennsylvania","42","Allegheny","003",,"0019","F","Tract    0019F    in Pittsburgh PA",5809,2671,2106,963,69,0,1417,768,642,7,1,18,16,45,150,195,163,127,26,14,13
"G42000300019G","1930","Pennsylvania","42","Allegheny","003",,"0019","G","Tract    0019G    in Pittsburgh PA",4322,2205,1554,562,1,0,1109,674,430,5,0,4,0,15,41,202,215,160,26,11,0
"G42000300019H","1930","Pennsylvania","42","Allegheny","003",,"0019","H","Tract    0019H    in Pittsburgh PA",9116,5383,2817,911,5,0,2215,1594,613,8,3,7,8,19,116,284,485,557,74,27,14
"G42000300019I","1930","Pennsylvania","42","Allegheny","003",,"0019","I","Tract    0019I    in Pittsburgh PA",2301,1518,535,233,15,0,504,248,239,17,0,0,1,6,50,92,50,33,8,6,2
"G42000300020A","1930","Pennsylvania","42","Allegheny","003",,"0020","A","Tract    0020A    in Pittsburgh PA",1813,719,695,393,6,0,394,143,250,1,0,1,0,10,40,69,10,10,2,1,0
"G42000300020B","1930","Pennsylvania","42","Allegheny","003",,"0020","B","Tract    0020B    in Pittsburgh PA",1965,1226,570,155,14,0,469,283,185,1,1,0,0,4,50,111,59,49,6,0,3
"G42000300020C","1930","Pennsylvania","42","Allegheny","003",,"0020","C","Tract    0020C    in Pittsburgh PA",2215,1379,601,191,44,0,545,322,222,1,0,3,13,15,92,92,60,34,7,5,1
"G42000300020D","1930","Pennsylvania","42","Allegheny","003",,"0020","D","Tract    0020D    in Pittsburgh PA",2264,1303,701,240,17,3,538,345,190,3,0,1,3,18,51,88,66,94,9,8,7
"G42000300020E","1930","Pennsylvania","42","Allegheny","003",,"0020","E","Tract    0020E    in Pittsburgh PA",3527,1866,1134,439,88,0,814,492,318,4,5,5,6,35,121,199,75,39,4,0,3
"G42000300020F","1930","Pennsylvania","42","Allegheny","003",,"0020","F","Tract    0020F    in Pittsburgh PA",935,474,304,109,48,0,200,96,104,0,1,3,2,6,20,49,10,4,1,0,0
"G42000300020G","1930","Pennsylvania","42","Allegheny","003",,"0020","G","Tract    0020G    in Pittsburgh PA",3817,1750,1459,483,125,0,856,527,329,0,3,8,16,83,159,154,59,36,4,5,0
"G42000300020H","1930","Pennsylvania","42","Allegheny","003",,"0020","H","Tract    0020H    in Pittsburgh PA",3251,1679,1124,405,43,0,749,369,373,7,0,5,12,27,85,128,59,34,10,2,7
"G42000300020I","1930","Pennsylvania","42","Allegheny","003",,"0020","I","Tract    0020I    in Pittsburgh PA",1723,615,664,373,71,0,345,70,272,3,2,2,5,10,26,10,5,6,0,3,1
"G42000300020J","1930","Pennsylvania","42","Allegheny","003",,"0020","J","Tract    0020J    in Pittsburgh PA",1691,656,530,269,236,0,367,143,214,10,0,1,6,20,53,38,10,13,1,1,0
"G42000300020K","1930","Pennsylvania","42","Allegheny","003",,"0020","K","Tract    0020K    in Pittsburgh PA",586,254,212,62,58,0,136,66,69,1,1,4,0,8,26,17,4,5,1,0,0
"G42000300020L","1930","Pennsylvania","42","Allegheny","003",,"0020","L","Tract    0020L    in Pittsburgh PA",1836,974,595,224,43,0,428,231,195,2,6,24,21,40,64,47,18,4,1,1,5
"G42000300021A","1930","Pennsylvania","42","Allegheny","003",,"0021","A","Tract    0021A    in Pittsburgh PA",3128,1065,1114,612,329,8,723,191,529,3,0,1,8,24,75,54,16,8,2,2,1
