GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,BLW001,BM4001,BM4002,BM4003,BM4004,BM4005,BMX001,BMY001,BMY002,BMY003,BMZ001,BMZ002,BMZ003,BMZ004,BMZ005,BMZ006,BMZ007,BMZ008,BMZ009,BMZ010,BMZ011
"G18009700001","1930","Indiana","18","Marion","097",,"0001",,"Tract    0001     in Indianapolis IN",1642,1469,103,36,34,0,410,228,169,13,7,10,33,60,105,9,1,2,0,0,1
"G18009700002","1930","Indiana","18","Marion","097",,"0002",,"Tract    0002     in Indianapolis IN",2690,2436,198,55,1,0,675,304,351,20,1,0,1,57,152,77,6,5,1,1,3
"G18009700003","1930","Indiana","18","Marion","097",,"0003",,"Tract    0003     in Indianapolis IN",1050,931,51,12,56,0,264,174,90,0,6,6,7,33,89,31,0,2,0,0,0
"G18009700004","1930","Indiana","18","Marion","097",,"0004",,"Tract    0004     in Indianapolis IN",3434,2715,215,56,448,0,858,426,425,7,3,18,38,87,209,56,4,1,0,1,9
"G18009700005","1930","Indiana","18","Marion","097",,"0005",,"Tract    0005     in Indianapolis IN",799,746,32,6,13,2,195,139,56,0,6,13,13,42,58,7,0,0,0,0,0
"G18009700006","1930","Indiana","18","Marion","097",,"0006",,"Tract    0006     in Indianapolis IN",3135,2628,306,69,132,0,929,666,261,2,7,6,6,14,196,400,30,7,0,0,0
"G18009700007","1930","Indiana","18","Marion","097",,"0007",,"Tract    0007     in Indianapolis IN",6429,5510,714,200,5,0,1838,992,830,16,1,3,10,51,334,463,86,27,4,0,13
"G18009700008","1930","Indiana","18","Marion","097",,"0008",,"Tract    0008     in Indianapolis IN",1559,516,48,16,979,0,398,235,160,3,35,44,48,58,37,9,1,1,0,0,2
"G18009700009","1930","Indiana","18","Marion","097",,"0009",,"Tract    0009     in Indianapolis IN",1650,681,38,15,916,0,364,169,191,4,14,18,42,59,28,7,0,0,0,1,0
"G18009700010","1930","Indiana","18","Marion","097",,"0010",,"Tract    0010     in Indianapolis IN",3408,2923,252,80,153,0,899,355,535,9,1,13,33,116,161,27,3,0,0,0,1
"G18009700011","1930","Indiana","18","Marion","097",,"0011",,"Tract    0011     in Indianapolis IN",4961,3912,625,230,194,0,1328,680,639,9,0,8,12,39,283,287,27,16,1,2,5
"G18009700012","1930","Indiana","18","Marion","097",,"0012",,"Tract    0012     in Indianapolis IN",3438,1756,231,78,1372,1,961,273,674,14,0,11,16,48,124,61,11,2,0,0,0
"G18009700013","1930","Indiana","18","Marion","097",,"0013",,"Tract    0013     in Indianapolis IN",2915,335,34,15,2531,0,761,165,503,93,3,20,29,66,38,6,0,0,0,0,3
"G18009700014","1930","Indiana","18","Marion","097",,"0014",,"Tract    0014     in Indianapolis IN",2775,27,3,1,2744,0,744,185,553,6,7,16,44,63,44,10,0,0,0,0,1
"G18009700015","1930","Indiana","18","Marion","097",,"0015",,"Tract    0015     in Indianapolis IN",1346,1043,142,34,127,0,367,178,167,22,0,5,3,17,67,47,19,10,3,6,1
"G18009700016","1930","Indiana","18","Marion","097",,"0016",,"Tract    0016     in Indianapolis IN",7367,6002,851,232,282,0,2095,753,1316,26,0,2,2,22,110,344,146,74,26,14,13
"G18009700017","1930","Indiana","18","Marion","097",,"0017",,"Tract    0017     in Indianapolis IN",5155,3057,366,121,1611,0,1399,365,1013,21,0,3,6,32,167,116,21,12,4,1,3
"G18009700018","1930","Indiana","18","Marion","097",,"0018",,"Tract    0018     in Indianapolis IN",8069,6663,955,252,197,2,2528,601,1904,23,0,1,2,7,86,176,121,121,40,39,8
"G18009700019","1930","Indiana","18","Marion","097",,"0019",,"Tract    0019     in Indianapolis IN",8979,6928,1197,285,559,10,2946,464,2457,25,1,0,0,4,37,76,86,106,46,108,0
"G18009700020","1930","Indiana","18","Marion","097",,"0020",,"Tract    0020     in Indianapolis IN",3627,535,54,25,3012,1,960,163,786,11,0,1,6,21,88,33,11,1,1,1,0
"G18009700021","1930","Indiana","18","Marion","097",,"0021",,"Tract    0021     in Indianapolis IN",7177,4867,967,290,1049,4,2050,693,1336,21,1,0,2,13,95,327,127,79,24,18,7
"G18009700022","1930","Indiana","18","Marion","097",,"0022",,"Tract    0022     in Indianapolis IN",6182,100,44,25,6008,5,1903,292,1565,46,7,17,56,78,74,34,7,4,0,0,15
"G18009700023","1930","Indiana","18","Marion","097",,"0023",,"Tract    0023     in Indianapolis IN",924,718,124,39,43,0,240,97,141,2,4,11,15,30,27,9,1,0,0,0,0
"G18009700024","1930","Indiana","18","Marion","097",,"0024",,"Tract    0024     in Indianapolis IN",3173,2642,313,90,128,0,864,460,398,6,1,11,24,61,210,139,7,5,0,0,2
"G18009700025","1930","Indiana","18","Marion","097",,"0025",,"Tract    0025     in Indianapolis IN",2318,1674,210,70,364,0,641,310,327,4,3,10,28,58,98,85,18,7,3,0,0
"G18009700026","1930","Indiana","18","Marion","097",,"0026",,"Tract    0026     in Indianapolis IN",2005,20,10,14,1961,0,575,183,382,10,6,7,13,27,100,18,0,0,0,0,12
"G18009700027","1930","Indiana","18","Marion","097",,"0027",,"Tract    0027     in Indianapolis IN",5671,3357,326,100,1887,1,1531,606,873,52,1,10,33,116,283,116,12,2,0,1,32
"G18009700028","1930","Indiana","18","Marion","097",,"0028",,"Tract    0028     in Indianapolis IN",4099,3634,368,96,1,0,1125,617,501,7,0,0,4,34,262,263,31,10,1,2,10
"G18009700029","1930","Indiana","18","Marion","097",,"0029",,"Tract    0029     in Indianapolis IN",1482,1279,137,51,15,0,421,276,143,2,1,1,3,14,104,109,11,8,4,21,0
"G18009700030","1930","Indiana","18","Marion","097",,"0030",,"Tract    0030     in Indianapolis IN",3354,640,133,40,2539,2,952,409,529,14,2,6,7,23,214,132,12,9,0,0,4
"G18009700031","1930","Indiana","18","Marion","097",,"0031",,"Tract    0031     in Indianapolis IN",3648,2832,610,164,42,0,1038,351,677,10,0,1,0,4,40,157,81,34,11,22,1
"G18009700032","1930","Indiana","18","Marion","097",,"0032",,"Tract    0032     in Indianapolis IN",3780,2800,669,287,24,0,1078,543,527,8,0,0,0,0,7,89,229,169,16,26,7
"G18009700033","1930","Indiana","18","Marion","097",,"0033",,"Tract    0033     in Indianapolis IN",6088,5041,766,210,70,1,1813,726,1046,41,0,0,2,6,105,223,130,138,56,55,11
"G18009700034","1930","Indiana","18","Marion","097",,"0034",,"Tract    0034     in Indianapolis IN",4149,3228,680,173,66,2,1297,663,622,12,0,0,1,0,0,51,121,256,118,108,8
"G18009700035","1930","Indiana","18","Marion","097",,"0035",,"Tract    0035     in Indianapolis IN",4357,3459,640,173,85,0,1451,390,1051,10,0,0,2,2,46,156,108,48,11,12,5
"G18009700036","1930","Indiana","18","Marion","097",,"0036",,"Tract    0036     in Indianapolis IN",4168,3147,795,179,46,1,1126,757,365,4,0,0,1,0,12,78,173,282,92,114,5
"G18009700037","1930","Indiana","18","Marion","097",,"0037",,"Tract    0037     in Indianapolis IN",4275,3520,441,137,176,1,1215,785,423,7,0,1,0,3,134,328,137,77,23,71,11
"G18009700038","1930","Indiana","18","Marion","097",,"0038",,"Tract    0038     in Indianapolis IN",1551,1418,55,13,65,0,279,117,152,10,5,5,6,47,50,2,0,0,0,0,2
"G18009700039","1930","Indiana","18","Marion","097",,"0039",,"Tract    0039     in Indianapolis IN",3084,2359,583,114,27,1,821,610,209,2,0,1,0,1,16,133,136,153,73,97,0
"G18009700040","1930","Indiana","18","Marion","097",,"0040",,"Tract    0040     in Indianapolis IN",1714,1581,109,24,0,0,464,339,121,4,2,6,7,21,222,69,6,2,0,0,4
"G18009700041","1930","Indiana","18","Marion","097",,"0041",,"Tract    0041     in Indianapolis IN",3696,2964,574,141,16,1,1055,708,331,16,1,0,0,3,28,205,180,168,75,43,5
"G18009700042","1930","Indiana","18","Marion","097",,"0042",,"Tract    0042     in Indianapolis IN",2602,2113,347,105,36,1,734,640,88,6,0,0,0,1,9,57,131,205,111,116,10
"G18009700043","1930","Indiana","18","Marion","097",,"0043",,"Tract    0043     in Indianapolis IN",3418,2798,478,114,28,0,1022,740,276,6,0,1,2,2,15,133,190,190,87,116,4
"G18009700044","1930","Indiana","18","Marion","097",,"0044",,"Tract    0044     in Indianapolis IN",3884,3334,442,87,21,0,1151,900,240,11,0,2,0,3,46,192,172,303,100,76,6
"G18009700045","1930","Indiana","18","Marion","097",,"0045",,"Tract    0045     in Indianapolis IN",1684,1500,141,40,3,0,472,316,151,5,2,5,5,35,78,149,24,7,4,0,7
"G18009700046","1930","Indiana","18","Marion","097",,"0046",,"Tract    0046     in Indianapolis IN",1649,1406,203,33,7,0,468,380,83,5,1,2,1,3,36,173,96,39,14,13,2
"G18009700047","1930","Indiana","18","Marion","097",,"0047",,"Tract    0047     in Indianapolis IN",3910,3274,525,102,9,0,1127,707,408,12,0,1,0,7,104,469,94,29,0,1,2
"G18009700048","1930","Indiana","18","Marion","097",,"0048",,"Tract    0048     in Indianapolis IN",2347,2021,259,67,0,0,765,414,343,8,1,1,1,13,89,276,25,8,0,0,0
"G18009700049","1930","Indiana","18","Marion","097",,"0049",,"Tract    0049     in Indianapolis IN",2535,2064,371,95,5,0,702,365,327,10,0,1,0,3,92,209,41,14,1,1,3
"G18009700050","1930","Indiana","18","Marion","097",,"0050",,"Tract    0050     in Indianapolis IN",3861,2849,772,237,2,1,966,552,409,5,0,1,5,29,136,306,54,17,1,1,2
"G18009700051","1930","Indiana","18","Marion","097",,"0051",,"Tract    0051     in Indianapolis IN",3789,3061,565,160,2,1,1012,463,539,10,0,1,1,23,216,194,22,3,3,0,0
"G18009700052","1930","Indiana","18","Marion","097",,"0052",,"Tract    0052     in Indianapolis IN",4173,3166,730,200,77,0,985,379,595,11,0,0,3,23,124,180,34,5,1,1,8
"G18009700053","1930","Indiana","18","Marion","097",,"0053",,"Tract    0053     in Indianapolis IN",4796,3676,804,238,78,0,1247,370,864,13,0,5,17,48,163,100,21,7,2,3,4
"G18009700054","1930","Indiana","18","Marion","097",,"0054",,"Tract    0054     in Indianapolis IN",5551,4442,602,215,288,4,1540,226,1288,26,0,3,5,29,97,67,9,5,1,2,8
"G18009700055","1930","Indiana","18","Marion","097",,"0055",,"Tract    0055     in Indianapolis IN",7820,6336,768,254,448,14,2334,95,2177,62,1,0,0,7,19,25,11,19,4,8,1
"G18009700056","1930","Indiana","18","Marion","097",,"0056",,"Tract    0056     in Indianapolis IN",6885,4499,595,179,1586,26,1996,35,1825,136,0,0,0,0,3,7,3,5,1,15,1
"G18009700057","1930","Indiana","18","Marion","097",,"0057",,"Tract    0057     in Indianapolis IN",5283,1085,298,277,3622,1,1372,225,1136,11,1,11,16,56,104,29,5,2,0,0,1
"G18009700058","1930","Indiana","18","Marion","097",,"0058",,"Tract    0058     in Indianapolis IN",3545,1798,177,87,1483,0,779,153,604,22,2,17,30,43,50,6,3,0,0,0,2
"G18009700059","1930","Indiana","18","Marion","097",,"0059",,"Tract    0059     in Indianapolis IN",4792,3266,484,250,792,0,1227,761,431,35,6,25,48,138,401,124,9,3,1,1,5
"G18009700060","1930","Indiana","18","Marion","097",,"0060",,"Tract    0060     in Indianapolis IN",1185,1057,82,46,0,0,326,198,122,6,3,13,5,77,62,34,1,1,0,1,1
"G18009700061","1930","Indiana","18","Marion","097",,"0061",,"Tract    0061     in Indianapolis IN",2191,1928,200,63,0,0,554,254,298,2,2,10,17,49,125,44,1,3,2,0,1
"G18009700062","1930","Indiana","18","Marion","097",,"0062",,"Tract    0062     in Indianapolis IN",2471,1140,807,524,0,0,569,296,268,5,0,6,18,77,152,34,5,4,0,0,0
"G18009700063","1930","Indiana","18","Marion","097",,"0063",,"Tract    0063     in Indianapolis IN",3687,2469,379,169,670,0,929,304,620,5,3,6,31,95,114,34,2,4,1,0,14
"G18009700064","1930","Indiana","18","Marion","097",,"0064",,"Tract    0064     in Indianapolis IN",3129,2600,240,152,137,0,291,147,141,3,5,6,22,38,57,17,1,1,0,0,0
"G18009700065","1930","Indiana","18","Marion","097",,"0065",,"Tract    0065     in Indianapolis IN",3273,2766,391,113,3,0,816,497,309,10,2,1,4,30,243,197,12,8,0,0,0
"G18009700066","1930","Indiana","18","Marion","097",,"0066",,"Tract    0066     in Indianapolis IN",3037,2737,220,58,14,8,750,218,526,6,1,25,36,67,77,11,1,0,0,0,0
"G18009700067","1930","Indiana","18","Marion","097",,"0067",,"Tract    0067     in Indianapolis IN",2729,2374,293,48,13,1,797,446,338,13,0,1,3,3,28,136,133,102,30,6,4
"G18009700068","1930","Indiana","18","Marion","097",,"0068",,"Tract    0068     in Indianapolis IN",3448,2864,469,110,5,0,946,554,386,6,0,0,0,10,101,340,72,22,4,5,0
"G18009700069","1930","Indiana","18","Marion","097",,"0069",,"Tract    0069     in Indianapolis IN",3124,2686,348,77,13,0,877,400,465,12,1,1,2,20,137,203,23,7,4,0,2
"G18009700070","1930","Indiana","18","Marion","097",,"0070",,"Tract    0070     in Indianapolis IN",4639,3745,653,230,10,1,1269,643,613,13,0,3,12,56,294,219,45,10,2,1,1
"G18009700071","1930","Indiana","18","Marion","097",,"0071",,"Tract    0071     in Indianapolis IN",5436,4737,473,135,90,1,1470,783,667,20,1,3,8,29,202,305,130,67,19,9,10
"G18009700072","1930","Indiana","18","Marion","097",,"0072",,"Tract    0072     in Indianapolis IN",3107,2738,270,55,44,0,850,397,441,12,5,1,4,36,143,152,23,19,6,4,4
"G18009700073","1930","Indiana","18","Marion","097",,"0073",,"Tract    0073     in Indianapolis IN",2523,2238,192,80,13,0,674,271,400,3,0,1,5,41,174,43,6,0,0,0,1
"G18009700074","1930","Indiana","18","Marion","097",,"0074",,"Tract    0074     in Indianapolis IN",1282,467,38,7,770,0,320,144,176,0,31,27,30,29,22,4,0,1,0,0,0
"G18009700075","1930","Indiana","18","Marion","097",,"0075",,"Tract    0075     in Indianapolis IN",3692,3347,263,82,0,0,941,412,522,7,0,9,34,114,209,40,5,0,0,0,1
"G18009700076","1930","Indiana","18","Marion","097",,"0076",,"Tract    0076     in Indianapolis IN",2978,2485,316,124,53,0,746,195,541,10,1,9,37,62,54,19,7,3,1,1,1
"G18009700077","1930","Indiana","18","Marion","097",,"0077",,"Tract    0077     in Indianapolis IN",2254,1848,228,121,57,0,624,48,542,34,1,7,0,12,14,10,0,2,0,0,2
"G18009700078","1930","Indiana","18","Marion","097",,"0078",,"Tract    0078     in Indianapolis IN",4098,2759,530,459,344,6,858,93,720,45,1,8,11,19,24,11,5,4,1,2,7
"G18009700079","1930","Indiana","18","Marion","097",,"0079",,"Tract    0079     in Indianapolis IN",3080,2825,156,43,56,0,719,165,531,23,3,30,40,62,27,1,1,1,0,0,0
"G18009700080","1930","Indiana","18","Marion","097",,"0080",,"Tract    0080     in Indianapolis IN",3273,2896,256,119,2,0,837,349,481,7,1,11,22,70,179,44,7,8,4,1,2
"G18009700081","1930","Indiana","18","Marion","097",,"0081",,"Tract    0081     in Indianapolis IN",3128,2843,211,46,27,1,772,387,371,14,14,20,38,86,175,45,5,1,0,1,2
"G18009700082","1930","Indiana","18","Marion","097",,"0082",,"Tract    0082     in Indianapolis IN",6093,4894,596,159,444,0,1631,690,908,33,5,10,32,91,315,193,15,8,1,1,19
"G18009700083","1930","Indiana","18","Marion","097",,"0083",,"Tract    0083     in Indianapolis IN",4473,3711,598,152,12,0,1175,563,596,16,0,6,30,120,256,124,16,9,0,1,1
"G18009700084","1930","Indiana","18","Marion","097",,"0084",,"Tract    0084     in Indianapolis IN",2874,2315,308,112,138,1,820,215,595,10,0,7,8,48,96,41,6,1,1,3,4
"G18009700085","1930","Indiana","18","Marion","097",,"0085",,"Tract    0085     in Indianapolis IN",3251,2371,666,188,26,0,890,375,508,7,0,3,10,61,185,98,13,3,0,0,2
"G18009700086","1930","Indiana","18","Marion","097",,"0086",,"Tract    0086     in Indianapolis IN",2818,1968,589,218,32,11,712,154,520,38,0,1,12,40,66,28,4,1,1,0,1
"G18009700087","1930","Indiana","18","Marion","097",,"0087",,"Tract    0087     in Indianapolis IN",2611,849,590,616,556,0,659,161,489,9,0,8,9,47,60,27,6,1,1,2,0
"G18009700088","1930","Indiana","18","Marion","097",,"0088",,"Tract    0088     in Indianapolis IN",2718,1657,526,229,298,8,660,222,431,7,1,36,52,91,34,4,0,0,0,0,4
"G18009700089","1930","Indiana","18","Marion","097",,"0089",,"Tract    0089     in Indianapolis IN",3948,3598,246,104,0,0,973,255,701,17,0,13,28,102,85,24,2,1,0,0,0
"G18009700090","1930","Indiana","18","Marion","097",,"0090",,"Tract    0090     in Indianapolis IN",4534,3467,625,187,255,0,1198,512,674,12,0,6,24,118,286,61,8,1,0,0,8
"G18009700091","1930","Indiana","18","Marion","097",,"0091",,"Tract    0091     in Indianapolis IN",5060,3530,1142,387,0,1,1287,741,537,9,1,9,5,97,379,207,19,8,0,1,15
"G18009700092","1930","Indiana","18","Marion","097",,"0092",,"Tract    0092     in Indianapolis IN",4073,2857,905,311,0,0,1032,488,526,18,2,16,39,111,216,68,8,3,0,1,24
"G18009700093","1930","Indiana","18","Marion","097",,"0093",,"Tract    0093     in Indianapolis IN",2977,1974,664,332,7,0,743,323,416,4,1,4,13,55,152,82,10,5,0,0,1
"G18009700094","1930","Indiana","18","Marion","097",,"0094",,"Tract    0094     in Indianapolis IN",3207,2393,567,199,48,0,834,392,432,10,3,9,19,98,173,71,9,4,0,0,6
"G18009700095","1930","Indiana","18","Marion","097",,"0095",,"Tract    0095     in Indianapolis IN",4312,3761,193,62,289,7,1135,433,678,24,3,15,35,116,227,33,0,0,0,0,4
"G18009700096","1930","Indiana","18","Marion","097",,"0096",,"Tract    0096     in Indianapolis IN",1801,1499,74,24,204,0,425,185,237,3,11,35,30,61,40,7,0,0,0,0,1
"G18009700097","1930","Indiana","18","Marion","097",,"0097",,"Tract    0097     in Indianapolis IN",832,414,42,19,357,0,199,103,93,3,17,6,19,28,24,6,0,0,0,0,3
"G18009700098","1930","Indiana","18","Marion","097",,"0098",,"Tract    0098     in Indianapolis IN",582,512,49,21,0,0,158,104,48,6,1,1,3,35,53,5,2,0,2,0,2
"G18009700099","1930","Indiana","18","Marion","097",,"0099",,"Tract    0099     in Indianapolis IN",4475,3663,512,134,165,1,1206,661,529,16,13,17,33,111,357,115,5,4,0,0,6
"G18009700100","1930","Indiana","18","Marion","097",,"0100",,"Tract    0100     in Indianapolis IN",3674,2754,706,206,8,0,960,558,393,9,0,8,17,72,193,190,44,26,7,0,1
"G18009700101","1930","Indiana","18","Marion","097",,"0101",,"Tract    0101     in Indianapolis IN",2091,1724,171,53,143,0,495,308,185,2,11,30,20,74,137,22,3,1,0,0,10
"G18009700102","1930","Indiana","18","Marion","097",,"0102",,"Tract    0102     in Indianapolis IN",1688,1327,279,82,0,0,487,362,120,5,0,1,9,16,136,148,23,19,4,0,6
"G18009700103","1930","Indiana","18","Marion","097",,"0103",,"Tract    0103     in Indianapolis IN",1100,1015,67,16,2,0,286,186,100,0,2,0,6,26,56,79,12,5,0,0,0
"G18009700104","1930","Indiana","18","Marion","097",,"0104",,"Tract    0104     in Indianapolis IN",1329,948,155,31,195,0,385,268,115,2,0,0,6,6,22,122,74,26,5,3,4
"G18009700105","1930","Indiana","18","Marion","097",,"0105",,"Tract    0105     in Indianapolis IN",16,12,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,1,1,1,0
"G18009700106","1930","Indiana","18","Marion","097",,"0106",,"Tract    0106     in Indianapolis IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G18009700107","1930","Indiana","18","Marion","097",,"0107",,"Tract    0107     in Indianapolis IN",1198,1112,68,18,0,0,348,258,83,7,2,0,5,18,129,84,8,2,0,2,8
"G18009700108","1930","Indiana","18","Marion","097",,"0108",,"Tract    0108     in Indianapolis IN",815,694,90,31,0,0,217,178,39,0,0,4,1,10,54,72,24,10,1,2,0
"G2500250A0001","1930","Massachusetts","25","Suffolk","025","A","0001",,"Tract   A0001     in Boston MA",5192,1021,2716,1455,0,0,1112,396,713,3,0,0,1,7,31,128,83,112,22,4,8
"G2500250A0002","1930","Massachusetts","25","Suffolk","025","A","0002",,"Tract   A0002     in Boston MA",5034,1428,2381,1223,0,2,1113,400,698,15,1,8,10,41,125,113,49,44,1,1,7
"G2500250A0003","1930","Massachusetts","25","Suffolk","025","A","0003",,"Tract   A0003     in Boston MA",7502,1533,3715,2253,0,1,1559,486,1053,20,1,16,7,43,108,130,84,54,3,0,40
"G2500250A0004","1930","Massachusetts","25","Suffolk","025","A","0004",,"Tract   A0004     in Boston MA",5406,1230,2384,1749,39,4,1214,336,856,22,0,11,5,23,129,88,46,20,3,0,11
"G2500250A0005","1930","Massachusetts","25","Suffolk","025","A","0005",,"Tract   A0005     in Boston MA",7098,1088,3458,2543,0,9,1527,450,1067,10,0,2,6,28,131,178,67,34,3,0,1
"G2500250A0006","1930","Massachusetts","25","Suffolk","025","A","0006",,"Tract   A0006     in Boston MA",4550,418,2485,1637,0,10,954,249,692,13,1,5,3,17,94,93,24,4,1,2,5
"G2500250B0001","1930","Massachusetts","25","Suffolk","025","B","0001",,"Tract   B0001     in Boston MA",3526,237,1990,1295,3,1,743,185,546,12,2,2,0,5,44,84,22,12,3,2,9
"G2500250B0002","1930","Massachusetts","25","Suffolk","025","B","0002",,"Tract   B0002     in Boston MA",4516,326,2436,1753,1,0,935,230,700,5,0,3,0,8,34,79,30,34,11,3,28
"G2500250B0003","1930","Massachusetts","25","Suffolk","025","B","0003",,"Tract   B0003     in Boston MA",3131,198,1618,1275,40,0,671,179,482,10,0,2,7,19,49,64,12,7,3,1,15
"G2500250B0004","1930","Massachusetts","25","Suffolk","025","B","0004",,"Tract   B0004     in Boston MA",3973,290,2197,1475,8,3,801,221,573,7,1,5,8,34,61,70,20,13,4,1,4
"G2500250B0005","1930","Massachusetts","25","Suffolk","025","B","0005",,"Tract   B0005     in Boston MA",9314,732,5330,3249,0,3,1952,439,1466,47,19,18,19,65,113,105,38,34,9,4,15
"G2500250B0006","1930","Massachusetts","25","Suffolk","025","B","0006",,"Tract   B0006     in Boston MA",2212,540,863,708,99,2,11,0,8,3,0,0,0,0,0,0,0,0,0,0,0
"G2500250C0001","1930","Massachusetts","25","Suffolk","025","C","0001",,"Tract   C0001     in Boston MA",2604,983,1062,503,41,15,402,79,317,6,1,8,24,26,17,3,0,0,0,0,0
"G2500250C0002","1930","Massachusetts","25","Suffolk","025","C","0002",,"Tract   C0002     in Boston MA",4075,1223,1883,965,0,4,952,211,725,16,4,13,23,65,58,35,5,3,0,0,5
"G2500250C0003","1930","Massachusetts","25","Suffolk","025","C","0003",,"Tract   C0003     in Boston MA",5163,2022,2094,1044,2,1,1198,317,849,32,3,14,28,86,117,52,15,2,0,0,0
"G2500250D0001","1930","Massachusetts","25","Suffolk","025","D","0001",,"Tract   D0001     in Boston MA",1787,460,881,427,17,2,417,113,295,9,17,27,14,18,20,10,4,2,0,0,1
"G2500250D0002","1930","Massachusetts","25","Suffolk","025","D","0002",,"Tract   D0002     in Boston MA",1435,373,675,386,0,1,310,87,213,10,0,6,11,24,31,11,1,0,0,0,3
"G2500250D0003","1930","Massachusetts","25","Suffolk","025","D","0003",,"Tract   D0003     in Boston MA",3045,1051,1332,651,4,7,704,238,440,26,6,24,32,45,83,41,3,2,0,1,1
"G2500250D0004","1930","Massachusetts","25","Suffolk","025","D","0004",,"Tract   D0004     in Boston MA",3709,1414,1537,733,25,0,800,257,523,20,14,29,45,69,82,13,4,0,0,0,1
"G2500250E0001","1930","Massachusetts","25","Suffolk","025","E","0001",,"Tract   E0001     in Boston MA",5670,1515,2541,1493,112,9,1084,191,885,8,0,3,14,52,72,40,6,2,0,1,1
"G2500250E0002","1930","Massachusetts","25","Suffolk","025","E","0002",,"Tract   E0002     in Boston MA",4175,1150,1781,1217,0,27,824,231,577,16,0,3,6,21,82,74,24,14,2,2,3
"G2500250F0001","1930","Massachusetts","25","Suffolk","025","F","0001",,"Tract   F0001     in Boston MA",4191,194,2270,1727,0,0,837,35,764,38,1,0,0,0,1,1,5,9,5,13,0
"G2500250F0002","1930","Massachusetts","25","Suffolk","025","F","0002",,"Tract   F0002     in Boston MA",5548,142,3160,2239,0,7,1180,128,1044,8,2,1,2,3,9,10,14,37,20,25,5
"G2500250F0003","1930","Massachusetts","25","Suffolk","025","F","0003",,"Tract   F0003     in Boston MA",2414,876,801,529,168,40,119,6,112,1,0,0,0,0,0,0,0,3,1,2,0
"G2500250F0004","1930","Massachusetts","25","Suffolk","025","F","0004",,"Tract   F0004     in Boston MA",7497,386,4039,3068,1,3,1528,91,1426,11,0,0,1,2,3,8,10,17,18,29,3
"G2500250F0005","1930","Massachusetts","25","Suffolk","025","F","0005",,"Tract   F0005     in Boston MA",3875,138,2212,1523,0,2,800,62,724,14,2,1,1,2,4,6,13,21,4,8,0
"G2500250F0006","1930","Massachusetts","25","Suffolk","025","F","0006",,"Tract   F0006     in Boston MA",4293,2267,873,1099,42,12,185,4,180,1,0,0,0,0,0,0,0,0,1,3,0
"G2500250G0001","1930","Massachusetts","25","Suffolk","025","G","0001",,"Tract   G0001     in Boston MA",2204,643,540,502,4,515,296,32,262,2,0,0,0,0,0,7,13,7,0,5,0
"G2500250G0002","1930","Massachusetts","25","Suffolk","025","G","0002",,"Tract   G0002     in Boston MA",3764,673,1275,1319,17,480,594,62,520,12,0,0,1,3,7,18,20,9,1,3,0
"G2500250G0003","1930","Massachusetts","25","Suffolk","025","G","0003",,"Tract   G0003     in Boston MA",441,116,158,165,0,2,115,8,102,5,0,0,0,0,0,0,1,5,1,1,0
"G2500250G0004","1930","Massachusetts","25","Suffolk","025","G","0004",,"Tract   G0004     in Boston MA",591,101,205,211,71,3,158,16,138,4,0,0,0,5,4,4,3,0,0,0,0
"G2500250H0001","1930","Massachusetts","25","Suffolk","025","H","0001",,"Tract   H0001     in Boston MA",7623,600,3589,3396,33,5,1759,106,1604,49,0,0,1,2,4,11,13,33,13,26,3
"G2500250H0002","1930","Massachusetts","25","Suffolk","025","H","0002",,"Tract   H0002     in Boston MA",3089,139,1568,1375,7,0,695,73,619,3,0,0,1,2,1,21,28,11,1,8,0
"G2500250H0003","1930","Massachusetts","25","Suffolk","025","H","0003",,"Tract   H0003     in Boston MA",2742,572,1073,1053,35,9,546,17,496,33,0,0,0,0,1,3,1,3,1,8,0
"G2500250H0004","1930","Massachusetts","25","Suffolk","025","H","0004",,"Tract   H0004     in Boston MA",5830,1013,2504,2276,27,10,999,104,875,20,0,0,0,0,5,13,14,21,20,24,7
"G2500250I0001","1930","Massachusetts","25","Suffolk","025","I","0001",,"Tract   I0001     in Boston MA",3002,367,1130,1142,353,10,849,52,790,7,0,0,0,2,24,8,6,7,2,3,0
"G2500250I0002","1930","Massachusetts","25","Suffolk","025","I","0002",,"Tract   I0002     in Boston MA",5231,612,2170,1990,443,16,1245,117,1104,24,1,0,1,1,14,65,14,9,10,1,1
"G2500250I0003","1930","Massachusetts","25","Suffolk","025","I","0003",,"Tract   I0003     in Boston MA",7147,1544,2297,3071,195,40,942,213,660,69,1,2,5,12,45,53,37,43,5,7,3
"G2500250I0004","1930","Massachusetts","25","Suffolk","025","I","0004",,"Tract   I0004     in Boston MA",3075,739,1305,995,35,1,780,71,686,23,0,0,0,3,14,26,10,6,0,2,10
"G2500250J0001","1930","Massachusetts","25","Suffolk","025","J","0001",,"Tract   J0001     in Boston MA",5656,1679,1592,2353,13,19,946,164,753,29,0,0,1,1,25,78,36,14,5,2,2
"G2500250J0002","1930","Massachusetts","25","Suffolk","025","J","0002",,"Tract   J0002     in Boston MA",2900,995,171,556,1176,2,422,112,274,36,0,0,0,0,4,76,26,4,0,2,0
